"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"FRA-BDS-PL","Saint Francis Animal Prayer Card","St. Francis Of Assisi's Prayer For The Animals Card","FRA-BDS-PL","
Greeting Card With Matching Envelope","Ft Francis, St. Francis of Assisi, birds, saints, prayer, prayer for animals, animals","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","93","deny","manual","3.5","","1","1","","FRA-BDS959.jpg","","","","FRA-BDSb958.jpg","lb","","","",""
"FREE-PL","Freedom Card","Greeting Card With White Envelope","FREE-PL","","","","Category1","Plain Cards","Category2","Art Cards","","","0.2","","100","deny","manual","3","","1","1","","FREE-A.jpg","","","","FREE-B.jpg","lb","","","",""
"FRI-CH-PL","Frida Kahlo Card","Frida Kahlo With Angel and Butterfly, by Artist Frances Perea","FRI-CH-PL","
Greeting Card With White Envelope","Frida Kahlo, Mexican Artist, Mexican painter, artist Frances Perea, feminist icon, Diego Rivera, self portrait artist, butterflies, angels, ","","Category1","Plain Cards","Category2","","","","0.1","","994","deny","manual","3","","1","1","","FRI-CH-A.jpg","","","","FRI-CH-B.jpeg","lb","","","",""
"GA-1-PL","Guardian Angel Card","Guardian Angel With Child Card","GA-1-PL","
Greeting Card With Matching Envelope","guardian angel, angels, guardians, angels and children, angel with child","","Category1","Plain Cards","Category2","Angel Cards","","","0.2","","994","deny","manual","3.5","","1","1","","GA-1766.jpg","","","","GA-1b7671.jpg","lb","","","",""
"FORT-EMB","Goddess Fortuna Embellished Card","Fortuna, Goddess of Fortune - Prove to me now herewith sayeth the Lord of Hosts, if I will not open you the windows of Heaven and pour you out a blessing that there shall not be room enough to receive it. ~ Malachi 3:10","FORT-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","Goddess, Goddess of Fortune, Abundance, wealth, riches, gifts, fortune, blessings, giving, Malachi,Heaven, Lord of Hosts","","Category1","Embellished Cards","Category2","Art Cards","","","0.2","","976","deny","manual","8","","1","1","","FORT384.jpg","","","","FORTb086.jpg","lb","","","",""
"BUD-AM-EMB","Amitabha Buddha Embellished Card","Amitabha, or Meditation Buddha, is the Buddha of Infinite Light. His hands are held in the Dhyani mudra, symbolizing absolute balance and equanimity. He presides over Pure Land or the Realm of Bliss. His luminous, discriminating awareness transmutes all attachment and desire.","BUD-AM-EMB","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope.","Amitabha Buddha, Buddha, Buddha the Enlightened one, Buddha of Infinite Light, Lord of Pure Land, Siddhartha, Lord of Peace","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.2","","994","deny","manual","8","","1","1","","BUD-AM-EMB429.jpg","","","","BUD-AMb069.jpg","lb","","","",""
"VISH-2-EMB","Lord Vishnu Embellished Card","I bow to Lord Vishnu. The lotus issues forth from this navel and He is the very Universe. He is the supreme among the Gods, the consort of Lakshmi, and He is resplendent like the sky, with the color of the clouds. His eyes are beautiful like the lotus and He is ever in the hearts of His beloved devotees. He is the one and only Lord of creation and can save us from the cycle of repeated births and deaths.","VISH-2-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","VISH-2-EMB","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","997","deny","manual","8","","1","1","","VISH2-EMB525.jpg","","","","VIS-2-EMBb152.jpg","lb","","","",""
"SHAK-4-EMB","Goddess Shakti Embellished Card","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-4-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","Shakti,feminine, creative force, divine feminine,Divine Mother","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","90","deny","manual","8","","1","1","","SHAK-43892.jpg","","","","SHAK-4-B.jpg","lb","","","",""
"SHAK-EMB","Goddess Shakti Embellished Card","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","98","deny","manual","7.8","","1","1","","SHAK-EMB.jpg","","","","SHAK-B.jpg","lb","","","",""
"SHAK-2-EMB","Goddess Shakti Embellished Card","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-2-EMB","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching  Envelope","","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","91","deny","manual","8","","1","1","","SHAK-2-Print379-20161702072658.jpg","","","","SHAK-2b461.jpg","lb","","","",""
"MIC-BLK-EMB","Archangel Michael Embellished Card","<span class=""normal"">Archangel Michael</span><br />His name means ""Who is as God.""<br />Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification.<br />He is also known as ""The Prince of Light,""<br />a spiritual warrior who wages war against the sons of darkness.","MIC-BLK-EMB","
Greeting Card, Hand-Embellished With Glitter and Crystals","Michael, angelic realm, angels, Archangel Michael, Prince of Light, spiritual warrior, archangels","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","996","deny","manual","8","","1","1","","MIC-BLK4042.jpg","","","","MIC-BLKb462.jpg","lb","","","",""
"SHAK-3-EMB","Goddess Shakti Embellished Card","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-3-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","99","deny","manual","7.8","","1","1","","SHAK-3-EMB.jpg","","","","SHAK-3-B.jpg","lb","","","",""
"WT-CL-EMB","White Tara Embellished Card","Goddess of Health, Long Life and Prosperity - Tara was born of a tear of Avalokiteshwar. She is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","WT-CL-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","White Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","1000","deny","manual","8","","1","1","","WT-CL-EMB4351.jpg","","","","WT-CL-EMBb436.jpg","lb","","","",""
"KY-LO-EMB","Kuan Yin Embellished Card","""Listen to the deeds of Kuan Yin responding compassionately on every side with great vows, deep as the ocean, through inconceivable periods of time, serving innumerable Buddhas, giving great, clear, and pure vows. To hear her name, to see her body, to hold her in the heart, is not in vain, for she can extinguish the suffering of existence."" ~ From the Buddhist Lotus Sutra","KY-LO-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon  ","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","0.1","","982","deny","manual","8","","1","1","","KY-LO-EMB4271.jpg","","","","KY-LO-EMBb154.jpg","lb","","","",""
"GUAD-PB-EMB-PR","Our Lady of Guadalupe Embellished Print","Our Lady of Guadalupe 
Hand-Embellished Print With Glitter and Crystals","GUAD-PB-EMB-PR","
From an Original Watercolor by Santa Fe Artist Patti Blair","Our Lady of Guadalupe, Virgin of Guadalupe, The Virgin, Mary","","Category1","Embellished Prints","Category2","Christian Prints","","","","","997","deny","manual","24","","1","1","","GUAD-PB3872.jpg","","","","","lb","","","",""
"BUD-MD-EMB","Medicine Buddha Embellished Card","The Master of remedies releases all sentient beings from affliction. He holds in his right hand a sprig of chebulic myrobalm from which Tibetan medicine is compounded. In his left hand he holds a bowl that contains three forms of ambrosia: the nectar that cures disease and resurrects the dead: the nectar that counteracts aging; and the supreme nectar that illuminates the mind and increases knowledge.","BUD-MD-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Medicine Buddha, Buddha, Tibetan Medicine Buddha, Master of Remedies, Buddha The Healer, Prince of Peace, Siddhartha","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","968","deny","manual","8","","1","1","","BUD-MB-EMB434.jpg","","","","BUD-MDb017.jpg","lb","","","",""
"BUD-SA-EMB","Sakyamuni Buddha Embellished Card","The Enlightened One - Buddha, in the sixth century BC, at the age of 35, invoked the earth as his witness when he attained Enlightenment. This is indicated by the fingers of his right hand in the ""gesture of touching the earth"". The sun and moon stood still, and all the creatures of the world came to offer obeisance to the Supreme One sitting under the Bodhi Tree.","BUD-SA-EMB","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope","The Supreme One, Buddha, Master of Remedies, Buddha The Healer, Prince of Peace, Siddhartha, Buddha The Enlightened One, Sakyamuni Buddha, Bodhi Tree","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","979","deny","manual","8","","1","1","","BUD-SA-EMB430.jpg","","","","BUD-SA-EMBb431.jpg","lb","","","",""
"BUD-BEL-EMB-PR","The Buddha Embellished Print","The Buddha","BUD-BEL-EMB-PR","
Hand-Embellished Print With Crystals and Glitter","Buddha, Buddha the Enlightened one, Buddha of Infinite Light, Lord of Pure Land, Siddhartha, Lord Buddha","","Category1","Embellished Prints","Category2","Buddhist Prints","","","","","1000","deny","manual","24","","1","1","","BUD-BEL-EMB432.jpg","","","","","lb","","","",""
"SHAK-4-GD-PL","Shakti, Divine Feminine Creative Force Card","Shakti, Divine Feminine Creative Force of the Universe","SHAK-4-GD-PL","
Greeting Card With White Envelope","Shakti, divine creatrix, divine feminine creative force, divine feminine","","Category1","Plain Cards","Category2","Art Cards","","","","","994","deny","manual","3","","1","1","","SHAK-4-GD073.jpg","","","","SHAK-4-GDb074.jpg","lb","","","",""
"KY-DG-EMB","Kuan Yin Riding The Dragon Embellished Card","Kuan Yin On The Dragon Embellished Card","KY-DG-EMB","
Greeting Card Hand-Embellished With Glitter And Crystals, With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Dragons, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon ","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","0.1","","987","deny","manual","8","","1","1","","KY-DG-EMB428.jpg","","","","ky-dg-B-emb-card051.jpg","lb","","","",""
"AN-CAN-PAS-PL","Antelope Canyon Passage Card","Passage Through Antelope Canyon, Arizona, Card","AN-CAN-PAS-PL","
Greeting Card With Matching Envelope","passage, Antelope Canyon, Arizona, canyons, paths, rocks","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","1000","deny","manual","3","","1","1","","AN-CAN-PAS616.jpg","","","","AN-CAN-PASB617.jpg","lb","","","",""
"GT-1-EMB","Green Tara Embellished Card","Tara was born of a tear of Avalokiteshwara -- she is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","GT-1-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Green Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","992","deny","manual","8","","1","1","","TAR-GN-EMB4422.jpg","","","","GTb446.jpg","lb","","","",""
"GT-1-EMB-PR","Green Tara Embellished Print","Tara was born of a tear of Avalokiteshwara -- she is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","GT-1-EMB-PR","
Custom Print, Hand-Embellished With Glitter and Crystals","Green Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara, Art Print","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","24","","1","1","","TAR-GN-EMB442.jpg","","","","","lb","","","",""
"GT-1-EMB-PR","","","","
Custom Print, Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","30","","1","1","","TAR-GN-EMB442.jpg","","","","","lb","","","",""
"JE-LO-EMB","Jesus Christ in Lotus Posture Embellished Card","The Lord is my shepherd; I shall not want. He maketh me to lie down in green pastures: he leadeth me beside the still waters. He restoreth my soul: he leadeth me in the paths of righteousness for his name's sake. Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me. Thou preparest a table before me in the presence of mine enemies: thou anointest my head with oil; my cup runneth over. Surely goodness and mercy shall follow me all the days of my life: and I will dwell in the house of the Lord for ever. ~ 23rd Psalm","JE-LO-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Jesus Christ, Lotus Posture, Yoga, The Shepherd, The Messiah, Our Lord, The Saviour, Christ in the Wilderness, Jesus, Meditation, Wilderness","","Category1","Embellished Cards","Category2","Christian Cards","","","0.1","","993","deny","manual","8","","1","1","","JE-LO-EMB463.jpg","","","","JE-LOb023.jpg","lb","","","",""
"BUD-AM-PL","Buddha Card","Greeting Card With White Envelope","BUD-AM-PL","","Bud-AM-PL","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","100","deny","manual","3","","1","1","","","","","","BUD-AM-B.jpg","lb","","","",""
