"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"CHEN-GD--EMB","Chenrezig Embellished Card","<span class=""normal"">Chenrezig, Embodiment of Compassion</span>
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","CHEN-GD--EMB","
""Every person whose heart is moved by love and compassion,<br />who deeply and sincerely acts for the benefit of others without concern for fame, profit, social position, or recognition, expresses the activity of Chenrezig.""  ...Bokar Rinpoche...","Chenrezig, goddess of compassion, compassion, Bodhisattva of compassion, Buddhist, Buddhist Gods, love and compassion, sincere acts, Bokar Rinpoche","","Category1","Embellished Cards","Category2","Buddhist Cards","","","","","995","deny","manual","8","","1","1","","CHEN-GD439.jpg","","","","CHEN-GDb440.jpg","lb","","","",""
"BUD-HD-EMB-PR","Buddha Head Embellished Print","Buddha's Golden Head Embellished Print","BUD-HD-EMB-PR","
Custom Print, Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","999","deny","manual","24","","1","1","","BUD-HD-EMB4551.jpg","","","","","lb","","","",""
"KY-DR-2-EMB","Kuan Yin Riding Her Dragon Embellished Card","Kuan Yin Riding Her Dragon Embellished Card","KY-DR-2-EMB","
Greeting Card Hand-Embellished With Glitter And Crystals, With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Dragons, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon ","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","0.1","","1000","deny","manual","8","","1","1","","KY-DG-2-EMB420.jpg","","","","KY-DR-2-EMB-B.jpeg","lb","","","",""
"KY-PL-EMB","Kuan Yin on Pink Lotus Embellished Card","""Listen to the deeds of Kuan Yin...<br />Responding compassionately on every side.<br />With great vows, deep as the ocean, through inconceivable periods of time.<br />Serving innumerable Buddhas, giving great, clear, and pure vows...<br />To hear her name, to see her body, to hold her in the heart, is not in vain.<br />For she can extinguish the suffering of existence.""<br />~From the Buddhist Lotus Sutra~","KY-PL-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon, Divine Nectar, Nectar of Compassion","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","0.1","","1000","deny","manual","8","","1","1","","KY-PL-EMB426.jpg","","","","KY-PL-EMB-B2.jpeg","lb","","","",""
"KY-GD-EMB","Kuan Yin Sitting In a Lotus Patch Embellished Card","Kuan Yin, Bodhisattva of Compassion<br />Listen to the deeds of Kuan Yin...<br />Responding compassionately on every side.<br />With great vows, deep as the ocean, through inconceivable periods of time.<br />Serving innumerable Buddhas, giving great, clear, and pure vows...<br />To hear her name, to see her body, to hold her in the heart, is not in vain.<br />For she can erxtinguish the suffering of existence.
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","KY-GD-EMB","
~From the Buddhist Lotus Sutra~","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon (Japan), Lotus patch, Lotus flower, Flowers","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","0.1","","974","deny","manual","8","","1","1","","KY-GD-EMB421.jpg","","","","KY-GD-EMB-B.jpeg","lb","","","",""
"DUR-OL-EMB","Durga Ma, Mother of The Universe Embellished Card","Durga means Invincible. She is all forms of the Divine Mother herself.<br />She is produced from all the radiance of all the gods and therefore has their essence in her.","DUR-OL-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Durga Ma, Hindu Goddess Durga, Universal Divine Mother, Invincible Goddess, Banisher of Darkness, Kali's Mother","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","982","deny","manual","8","","1","1","","DUR-OL-EMB490.jpg","","","","DUR-OL-EMB-B.jpeg","lb","","","",""
"M-WELL-PL","&quot;Be Well&quot; Card","""Be Well"" Medicine Buddha Card","M-WELL-PL","
Greeting Card With Matching Envelope","get well wishes, be well, wellness, healing, health, medicine buddha","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","M-WELL585.jpg","","","","M-WELLb586.jpg","lb","","","",""
"KRI-FLU-EMB","Krishna With Flute Embellished Card","Krishna With Flute Card<br />O Lord, protector of cattle, sea of compassion, consort of Mahalakshmi, the daughter of the ocean and milk, slayer of Kamsa, bestower of endless mercy upon the elephant chief in his distress, Maadhava known through contemplation, younger brother of Balarama, Lord of the three worlds, lotus eyed one, protector of the gopis, protect me, for I know not anyone but you.","KRI-FLU-EMB","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","Krishna, Krishna with Flute, gopis, Lord Krishna, Krishna, Lord of Love","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","993","deny","manual","8","","1","1","","KRI-FLU-EMB495.jpg","","","","KRI-FLU-EMBb496.jpg","lb","","","",""
"KRI-FLU-EMB-PR","Lord Krishna Embellished Print","Lord Krishna Playing the Flute","KRI-FLU-EMB-PR","
Hand-Embellished Print","Krishna, Krishna With Flute, Gopis, Lord Krishna, Krishna, Lord of Love","","Category1","Embellished Prints","Category2","Hindu Prints","","","","","1000","deny","manual","24","","1","1","","KRI-FLU-EMB4951.jpg","","","","","lb","","","",""
"K&R-3-EMB-PR","Krishna and Radha Embellished Print","Krishna and Radha, Krishna Braiding Radha's Hair","K&R-3-EMB-PR","
Hand-Embellished Print","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha, Braids, Braiding Hair, Hair","","Category1","Embellished Prints","Category2","Hindu Prints","","","","","1000","deny","manual","24","","1","1","","KR-3-EMB494-20162102053611.jpg","","","","","lb","","","",""
"DEV-K","Devaki, Mother of Lord Krishna Embellished Card","Devaki, Mother of Lord Krishna","DEV-K","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","Devaki, Mother of Lord Krishna, Lord Krishna","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","984","deny","manual","8","","1","1","","DEV-K-EMB.jpeg","","","","DEV-K-EMB-B.jpeg","lb","","","",""
"K&R-3-EMB","Krishna and Radha Embellished Card","Krishna and Radha<br />Krishna Braiding Radha's Hair<br />Lord Krishna is the eighth incarnation of Lord Vishnu.<br />He is the supreme statesman, warrior, hero, teacher and philosopher, and author of the Bhagavad Gita.<br />He has been called ""The Divine Ecstatic"" because the sound of Krishna's flute beckons souls to awaken and to become absorbed in the call of the Divine. <br />Radha is Lord Krishna's consort-she symbolizes the individual soul that yearns for , and then awakens to the love of God: finally realizing complete Divine Union.","K&R-3-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With matching Envelope","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha, Braiding Hair","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","994","deny","manual","8","","1","1","","KR-3-EMB494.jpg","","","","KR-3-EMBb530.jpg","lb","","","",""
"SHI-3-EMB-PR","Lord Shiva Embellished Print","Lord Shiva, Hindu Supreme God Print","SHI-3-EMB-PR","
Hand-Embellished Print","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Embellished Prints","Category2","Hindu Prints","","","","","1000","deny","manual","24","","1","1","","SHI-3emb879.jpg","","","","","lb","","","",""
"MIC-BLK","Archangel Michael Embellished Card","Archangel Michael<br />His name means ""Who is as God.""<br />Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification.<br />He is also known as ""The Prince of Light,""<br />a spiritual warrior who wages war against the sons of darkness.","MIC-BLK","
Greeting Card with Colored Envelope","Archangel Michael, Michael, archangels, Prince of Light","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","983","deny","manual","8","","1","1","","MIC-BLK4041.jpg","","","","MIC-BLK-EMB-B.jpeg","lb","","","",""
"AR-GAB-EMB","Archangel Gabriel Embellished Card","Archangel Gabriel Holding Flowers Embellished Card","AR-GAB-EMB","
Hand-Embellished Card With Glitter And Crystals, With Matching Envelope","Archangel Gabriel, Gabriel, Garden of Eden, angel of annunciation, angels, archangels, flowers","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","1000","deny","manual","8","","1","1","","AR-GAB844.jpg","","","","AR-GABb7721.jpg","lb","","","",""
"AR-GAB-EMB-PR","Archangel Gabriel Embellished Print","Archangel Gabriel Hand-Embellished Print
Custom Print, Hand-Embellished With Glitter and Crystals","AR-GAB-EMB-PR","
Gabriel means ""God is my strength.""  He is one of the most beloved and highest ranked of all angels.  Gabriel is the Angel of Annunciation, Resurrection, Mercy, Death and Revelation.  He sits at the left hand of God and is guardian of the Garden of Eden, and chief of the cherubim.","","","Category1","Embellished Prints","Category2","Angel Prints","","","0.5","","999","deny","manual","24","","1","1","","AR-GAB8441.jpg","","","","","lb","","","",""
"GR-ANG-EMB","Guardian Angel Embellished Card","Guardian Angel Guiding A Child On A Bridge Over Water","GR-ANG-EMB","
Greeting Card With Matchiing Envelope","Guardian Angel, Angel of God, angels, child, water, bridge, guiding","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","981","deny","manual","8","","1","1","","GA-EMB858.jpg","","","","GA-EMBb859.jpg","lb","","","",""
"AR-MIC-EMB","Archangel Michael Embellished Card","","AR-MIC-EMB","none","Archangel Michael, angels, Michael, warrior angel, prince of angels","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","1000","deny","manual","8","","1","1","","AR-MIC4012.jpg","","","","AR-MIC-EMB-B.jpeg","lb","","","",""
"M-ABU-PL","&quot;Abundance&quot; Card","""Abundance"" Goddess Fortuna Card","M-ABU-PL","
Greeting Card With Matching Envelope","goddess fortuna, abundance, wealth, plenty, fortune","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","988","deny","manual","3.5","","1","1","","M-ABU593.jpg","","","","M-ABUb594.jpg","lb","","","",""
"M-NO-FR-PL","&quot;No Fear&quot; Card","And We Are Not Afraid Card, Image by Nicholas Roerich","M-NO-FR-PL","
Greeting Card With Matching Envelope","no fear, fear, not afraid, courage, Nicholas Roerich","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","M-NO-FR583.jpg","","","","M-NO-FRb584.jpg","lb","","","",""
"GAB-MOS-EMB-PR","Archangel Gabriel Mosaic Embellished Print","Archangel Gabriel Mosaic Embellished Print
<span>Custom Print, Hand-Embellished With Glitter and Crystals</span>","GAB-MOS-EMB-PR","
<p class=""smallprint"">Gabriel means ""God is my strength."" He is one of the most beloved and highest ranked of all angels.  Gabriel is the Angel of Annunciation, Resurrection, Mercy, Death and Revelation.  He sits at the left hand of God and is guardian of the Garden of Eden, and chief of the cherubim.","Archangel gabriel, Gabriel, angels, archangels, angel of annunciation","","Category1","Embellished Prints","Category2","Angel Prints","","","0.5","","1000","deny","manual","24","","1","1","","GAB-MOS4091.jpg","","","","","lb","","","",""
"LOT-PAG-PL","Lotus Pagoda Card","Lotus Pond Pagoda Card","LOT-PAG-PL","
Greeting Card With Matching Envelope","Lotus Pond, Lotus Flowers, Pagoda, Lotus Pagoda, Pink Lotus Pond, Pink Lotus, White Lotus","","Category1","Plain Cards","Category2","Nature Cards","","","","","1000","deny","manual","3.5","","1","1","","LOT-PAG344.jpg","","","","LOT-PAGb312.jpg","lb","","","",""
"LOT-PK-FL","Pink Lotus Card","Pink Lotus<br />The Lotus flower symbolizes divine purity and enlightenment, as well as regeneration and rebirth.<br />This sacred flower grows in deep mud and closes and sinks in the water at night, rising and opening again at dawn, just like the sun.<br />Out of the depths of darkness, sooner or later the Lotus reaches the Light, becoming the most beautiful flower ever....and it is the same for us; we are born, we toil, we grow and learn, and eventually we evolve into Perfection.","LOT-PK-FL","","Lotus, pink flowers, pink lotus, flowers","","Category1","Plain Cards","Category2","","","","0.1","","1000","deny","manual","3","","1","1","","LOT-PK-FL.jpeg","","","","LOT-PK-FL-B.jpeg","lb","","","",""
"FISH-EMB","Keeper of The Fish Embellished Card","Keeper of The Fish by Artist Frances Perea","FISH-EMB","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope","fish, ocean, keepers of the sea, protectors of the ocean, ocean, sea","","Category1","Embellished Cards","Category2","","","","","","1000","deny","manual","8","","1","1","","FISH2.jpeg","","","","FISH-B.jpeg","lb","","","",""
"MAR-HT-EMB","Pink Heart Mary Embellished Card","Pink Heart Mary Embellished Card by Charles Chambers","MAR-HT-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope.","Mother Mary, Pink Heart, Heart, Love, Mary, Madonna, The Virgin, Miraculous Mary, Mary, Mother Mary, Virgin Mary, Mother of God,  Divine Mother, Madonna, Charles Chambers","","Category1","Embellished Cards","Category2","Christian Cards","","","0.1","","985","deny","manual","8","","1","1","","MAR-HT-EMB473.jpg","","","","MAR-PH-B.jpeg","lb","","","",""
"KY-NC-EMB","Kuan Yin With Nectar of Compassion Embellished Card","Kuan Yin With Nectar of Compassion ","KY-NC-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope.","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Nectar, Compassion, Goddess of Cpmpassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon (Japan), ","","Category1","Embellished Cards","Category2","Kuan Yin Cards","","","","","998","deny","manual","8","","1","1","","KY-NC-EMB425.jpg","","","","KY-NC-B.jpeg","lb","","","",""
"KY-NC-PL","Kuan Yin, With Nectar of Compassion Card","Kuan Yin Hoding a Jar With The Nectar Of Compassion Card","KY-NC-PL","
Greeting Card With Matching Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother, Nectar of Compassion","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","","","991","deny","manual","3.5","","1","1","","KY-NC661.jpg","","","","KY-NC-B1.jpeg","lb","","","",""
"LOT-PK-TP-PL","Pink Tipped Lotus Card","Pink Tipped Lotus Card
Greeting Card With White Envelope
 ","LOT-PK-TP-PL","
 ","Pink lotus, pink tipped lotus flower, lotus blossoms, flowers, lotus flowers","","Category1","Plain Cards","Category2","","","","","","998","deny","manual","3","","1","1","","LOT-PK-TP.jpeg","","","","LOT-PK-TP-B.jpeg","lb","","","",""
"GUAD-PB","Our Lady of Guadalupe Card","Our Lady Of Guadalupe Card
Greeting Card With Matching Envelope","GUAD-PB","
From An Original Watercolor By Santa Fe Artist Patti Blair","Our Lady, Our Lady of Guadalupe, Christian, watercolors, Santa Fe Artist Patti Blair, The Virgin, Virgin of Guadalupe","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","994","deny","manual","3.5","","1","1","","GUAD-PB387.jpg","","","","GUAD-PBb725.jpg","lb","","","",""
"LIL-WHT-PL","White Water Lily Card","White Water Lily Card","LIL-WHT-PL","
Greeting Card With Matching Envelope","white lilies, water lilies, white water lilies, lilies","","Category1","Plain Cards","Category2","Nature Cards","","","","","994","deny","manual","3.5","","1","1","","LIL-WHT328.jpg","","","","LIL-WHT-B.jpeg","lb","","","",""
"ROS-BLS-JSA-PL","Blush Rose Card","Blush Rose Card, Photography by JSA","ROS-BLS-JSA-PL","
Greeting Card With Matching Envelope","Blush Rose, roses photography, roses, flowers, blush colored flowers, pink roses, pink flowers, John San Agustin","","Category1","Plain Cards","Category2","Nature Cards","","","","","992","deny","manual","3.5","","1","1","","ROS-JSA320.jpg","","","","ROS-JSAb279.jpg","lb","","","",""
"TUL-JSA-PL","Tulips Card","Tulips, Photography by JSA Card
 ","TUL-JSA-PL","
Greeting Card With White Envelope","tulips, flower photography, flowers","","Category1","Plain Cards","Category2","","","","","","995","deny","manual","3","","1","1","","TUL-JSA1.jpeg","","","","TUL-JSA-B.jpeg","lb","","","",""
"TUL-W-JSA-PL","Tulips by The Water Card","Tulips by The Water Card, Photography by JSA","TUL-W-JSA-PL","
Greeting Card With Matching Envelope","Tulips, water, flowers, tulips near water","","Category1","Plain Cards","Category2","Nature Cards","","","","","998","deny","manual","3.5","","1","1","","TUL-W-JSA313.jpg","","","","TUL-W-JSAb314.jpg","lb","","","",""
"MAG-JSA-PL","Magnolia Flower Card","Magnolia Flower Card, Photography by JSA","MAG-JSA-PL","
Greeting Card With Matching Envelope","magnolia, flowers, magnolia flower, magnolia blossom, botanical, white flower","","Category1","Plain Cards","Category2","Nature Cards","","","","","995","deny","manual","3.5","","1","1","","MAG-JSA331.jpg","","","","MAG-JSAb2951.jpg","lb","","","",""
"PASQ-EMB","San Pasqual Embellished Card","San Pasqual by Artist Frances Perea","PASQ-EMB","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope","San Pasqual, Divine Bounty, Saints, Artist Frances Perea","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","1000","deny","manual","8","","1","1","","PASQ.jpeg","","","","PASQ-B.jpeg","lb","","","",""
"KRI-FLU-PL","Lord Krishna With Flute Card","Lord Krishna Playing The Flute Card","KRI-FLU-PL","
Greeting Card With Matching Envelope","Lord Krishna Card, Krishna, Krishna with flute, Hindu God Krishna, Lord of Love, musical instruments, flute, music, Divine Ecstatic","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","999","deny","manual","3.5","","1","1","","KRI-FLU012.jpg","","","","KRI-FLUb013.jpg","lb","","","",""
"KY-CRP-PL","Kuan Yin On A Carp Card","Kuan Yin Riding A Carp Card","KY-CRP-PL","
Greeting Card With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon (Japan), the Asian Santa Maria, One Who Hears the Cries of the World, Sung-Tzu-Niang-Niang (Lady Who Brings Children), The Maternal Goddess, The Observer of All Sounds, The Thousand-Hand Kuan Yin, Ocean, Crap, Qwan Yin on a Carp","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.1","","999","deny","manual","3.5","","1","1","","KY-CRP674.jpg","","","","KY-CRPb064.jpg","lb","","","",""
"MAR-CHR","Mary and Christ Card","Mary and Christ Card
Greeting Card With White Envelope","MAR-CHR","
Jesus Christ with the Virgin Mary","Virgin Mary, Jesus Christ, The Savior, The Christ, Mary, Mother of God, Mary and Jesus","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","1000","deny","manual","3","","1","1","","MAR-CHR060.jpg","","","","MAR-CHR-b061.jpg","lb","","","",""
"HAN--H-PL","Hanuman","Hanuman<br />God Loyalty, Devotion and Service<br />Hanuman inspires us to develop strength and purity to become perfect servants of the Divine.<br />""I salute the messenger of Sri Rama, Hanuman, who travels as fast as the mind and the wind, Who has won over his sense organs ahnd who is the best among the intelligent.<br />Who is the son of the wind god and who is the commander in chief of the army of monkeys.""","HAN--H-PL","","Hanuman, Sri Rama, loyalty, devotion, service","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3","","1","1","","HAN-PL2.jpeg","","","","HAN-PL-B2.jpeg","lb","","","",""
"DEV-K-PL","Devaki Card","Devaki, Mother of Lord Krishna Card","DEV-K-PL","
 Greeting Card With Matching Envelope","Lord Krishna, mother of Krishna, mother, Krishna, Hindu God Krishna, Hindu Gods","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","DEV-K008.jpg","","","","DEV-Kb009.jpg","lb","","","",""
"K&R-3-PL","Krishna and Radha Card","Krishna and Radha On A Moonlit Night Card
 ","K&R-3-PL","
Greeting Card With Matching Envelope","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha, Braiding Hair, Braids, moonlight, night sky, moon, luna, moonlit night","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","KR-MN039.jpg","","","","KR-MNb040.jpg","lb","","","",""
"BLU-MOR","Blue Morpheus Card","Blue Morpheus Butterfly Card
Greeting Card with White Envelope","BLU-MOR","
 ","Butterflies, nature, blue morpheus, blue butterflies, insect","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","992","deny","manual","3","","1","1","","BLU-MOR-PL1.jpeg","","","","BLU-MOR-PL-B.jpeg","lb","","","",""
"MYSW-PL","Mystic Swans","Mystic Swans","MYSW-PL","","swans, moon, mystic, white swans","","Category1","","Category2","","","","0.1","","1000","deny","manual","3.5","","1","1","","MYSW-PL2.jpeg","","","","MYSW-PL-B.jpeg","lb","","","",""
"WT-2-PB","Goddess White Tara Card","Goddess White Tara Card, From a Watercolor By Patti Blair
Greeting Card With Matching Envelope","WT-2-PB","
Bestower of Compassion, Long Life, Healing and Serenity.","Tara, Watercolors, Patti Blair, White Tara, Goddess Tara, Santa Fe Artist Patti Blair","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","WT-2-PB952.jpg","","","","WT-2-PB950.jpg","lb","","","",""
"WT-PB","Wish Fulfilling Tara Card","Wish Fulfilling White Tara, Mother of Liberation, Card
Greeting Card With Matching Envelope","WT-PB","
From Original Watercolor By Santa Fe Artist Patti Blair","White Tara, Hindu Goddess Tara, Hindu Mother of Compassion, Goddess of Compassion, Tara, Patti Blair, Santa Fe, Artist, original watercolors, Mother of Liberation. Wish Fulfilling, Wishes
","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","WT-PB730.jpg","","","","WT-PB949.jpg","lb","","","",""
"P-DR-PB","Purple Dragon by Patti Blair Card","Purple Dragon, Original Watercolor By Patti Blair","P-DR-PB","
Greeting Card With Matching Envelope","dragons, purple dragons, Patti Blair, mythological creatures","","Category1","Plain Cards","Category2","Art Cards","","","0.1","","992","deny","manual","3.5","","1","1","","DRAG-P-PB736.jpg","","","","DRAG-P-PBb738.jpg","lb","","","",""
"WT-PB-EMB","Goddess Tara Embellished Card","Goddess White Tara From Original Watercolor by Santa Fe Artist Patti Blair","WT-PB-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","White Tara, Hindu Goddess Tara, Hindu Mother of Compassion, Goddess of Compassion, Tara, Patti Blair, Santa Fe, Artist, original watercolors","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","986","deny","manual","8","","1","1","","WT-PB388.jpg","","","","WT-PB-B1.jpeg","lb","","","",""
"WT-2-EMB","White Tara Embellished Card","Goddess White Tara From Original Watercolor by Santa Fe Artist Patti Blair","WT-2-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Tara, Goddess, White Tara, Buddhist Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Patti Blair, Original Watercolors, Paintings, Santa Fe Artists

","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","988","deny","manual","8","","1","1","","PB-WT-23852.jpg","","","","WT-2-PB-PLb6131.jpg","lb","","","",""
"P-DR-PB-EMB","Purple Dragon Embellished Card","Purple Dragon<br />Purple Dragons bring rain to the land, good fortune, and spiritual and material gifts.","P-DR-PB-EMB","","Dragons, Patti Blair, purple dragons, good fortune","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","988","deny","manual","8","","1","1","","P-DR-PB3821.jpg","","","","P-DR-PB-B1.jpeg","lb","","","",""
"AN-CAN-UP","Upper Antelope Canyon Card","Upper Antelope Canyon, Arizona Card","AN-CAN-UP","
Greeting Card With Matching Envelope","Arizona, canyon, sandstone, rocks, rock formations, Antelope Canyon","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","997","deny","manual","3.5","","1","1","","AN-CAN-UP.jpeg","","","","AN-CAN-UP-B.jpeg","lb","","","",""
"AN-CAN-PAS","Passage Through Antelope Canyon","Passage Through Antelope Canyon","AN-CAN-PAS","
Greeting Card With White Envelope","Canyon, Arizona, Rocks, Sandstone, Antelope Canyon, Rock Formations, Desert, Nature","","Category1","Plain Cards","Category2","","","","0.1","","997","deny","manual","3.5","","1","1","","AN-CAN-PAS.jpeg","","","","AN-CAN-PAS-B.jpeg","lb","","","",""
"AN-CAN","Antelope Canyon Card","Antelope Canyon With Shaft of Light, Arizona","AN-CAN","
Greeting Card With Matching Envelope","Arizona, Canyon, Antelope Canyon, shaft of light, sandstone, rocks, streaming light","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","997","deny","manual","3.5","","1","1","","AN-CAN339.jpg","","","","AN-CANb340.jpg","lb","","","",""
"KIVA","Kiva Card","American Southwest","KIVA","","southwest, Arizona, rock formations","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","1000","deny","manual","3","","1","1","","KIVA1.jpeg","","","","KIVA-B.jpeg","lb","","","",""
"KOKO-2","Kokopelli","<br />Kokopelli<br />Prankster, Healer, Storyteller, and Fertility God, Kokopelli is a sacred figure to the Southwestern Native Americans.<br />Carvings and paintings of his image in rockwalls and boulders date back to over 3,000 years.<br />According to legend, he traveled from village to village bringing with him the changing of the seasons: of Winter to Spring...melting the snow and bringing about much needed rain fora successful harvest.<br />The hunch on his back is a sack of seeds and all the songs that he carried with him.","KOKO-2","","Kokopelli, Southwestern, Native American, prankster, healer, storyteller","","Category1","Plain Cards","Category2","","","","0.1","","1000","deny","manual","3","","1","1","","KOKO-2.jpeg","","","","KOKO-2-B.jpeg","lb","","","",""
"KOKO-2-PL","Kokopelli Card","Kokopelli ","KOKO-2-PL","
Greeting Card With White Envelope","Kokopelli, The Trickster, Prankster, Storyteller, Fertility God","","Category1","Plain Cards","Category2","Art Cards","","","0.1","","998","deny","manual","3","","1","1","","KOKO-21.jpeg","","","","KOKO-2-B1.jpeg","lb","","","",""
"KOKO-EMB","Kokopelli Embellished Card","Kokopelli Embellished Card","KOKO-EMB","
Greeting Card With White or Color Envelope","Kokopelli, fertility god, trickster, healer, Storyteller","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","994","deny","manual","8","","1","1","","KOKO386.jpg","","","","KOKO-B.jpeg","lb","","","",""
"DRAG-RD-EMB","Red Dragon Embellished Card","Red Dragon 
Greeting Card With White or Color Envelope","DRAG-RD-EMB","
 ","Red dragon, dragons, Eastern Dragon, Asian Dragon","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","994","deny","manual","8","","1","1","","DRAG-RD381.jpg","","","","DRAG-RD-1.jpeg","lb","","","",""
